250	1.28	35.4
247	1.25	34.7
244	1.22	34.2
241	1.18	33.3
238	1.13	32.6
235	1.09	31.8
232	1.06	31.2
229	1.03	30.7
226	1	30.2
223	0.98	29.7
220	0.95	29.1
217	0.91	28.5
214	0.84	26.9
211	0.74	24.5
208	0.69	23.2
205	0.59	19.7
202	0.52	16.9
199	0.44	13.9
202	0.46	14.6
205	0.46	14.5
208	0.47	14.9
211	0.6	20.2
214	0.73	24.2
217	0.73	24.5
220	0.82	26.4
223	0.91	28.5
226	0.91	28.5
229	1.04	31
232	1.11	32.4
235	1.13	32.6
238	1.28	35.5
241	1.29	35.7
244	1.3	36
247	1.33	36.9
250	1.33	36.8
